itemID,category,item,definition,choices,type,gloss,uni_lemma
item_72,action_words,pudottaa,pudottaa,produces,word,drop,drop
item_73,action_words,purra,purra,produces,word,bite,bite
item_74,action_words,rakentaa,rakentaa,produces,word,build,build
item_75,descriptive_words,hidas,hidas,produces,word,slow,slow
item_76,descriptive_words,hieno,hieno,produces,word,fine,fine
item_77,descriptive_words,iso,iso,produces,word,big,big
item_78,descriptive_words,likainen,likainen,produces,word,dirty,dirty
item_79,descriptive_words,musta,musta,produces,word,black,black
item_80,descriptive_words,tuhma,tuhma,produces,word,naughty,naughty
item_81,descriptive_words,varovainen,varovainen,produces,word,careful,careful
item_82,descriptive_words,äänekäs,äänekäs,produces,word,noisy,noisy
item_83,time_words,ennen,ennen,produces,word,before,before
item_84,time_words,huomenna,huomenna,produces,word,tomorrow,tomorrow
item_85,connecting_words,sitten,sitten,produces,word,then,then
item_86,connecting_words,taas,taas,produces,word,again,again
item_87,time_words,tänään,tänään,produces,word,today,today
item_88,pronouns,hän,hän,produces,word,he she,he
item_89,pronouns,he,he,produces,word,they,they
item_90,pronouns,heidän,heidän,produces,word,their,their
item_91,pronouns,minä,minä,produces,word,I,I
item_92,question_words,miksi,miksi,produces,word,why,why
item_93,prepositions,auki,auki,produces,word,turned on,open (description)
item_94,prepositions,pois,pois,produces,word,away,away
item_95,prepositions,ylös,ylös,produces,word,up,up
item_96,quantifiers,vähän,vähän,produces,word,few,few
item_97,quantifiers,monta,monta,produces,word,many,many
item_98,connecting_words,ja,ja,produces,word,and,and
item_99,connecting_words,koska,koska,produces,word,because,because
item_100,connecting_words,mutta,mutta,produces,word,but,but
