WS	category	definition	gloss	uni_lemma	new_gloss	new_uni_lemma	notes
item_206	household	κάλαθος	rubbish bin CG			trash	
item_207	household	κάμερα	camera	camera			
item_208	household	κέρμα	coin	money			
item_209	household	κινητό	mobile			cell phone	
item_210	household	κλειδιά	keys	keys			
item_211	household	κολλητική ταινία*	adhesive tape			tape (object)	
item_212	household	κουβάς	bucket	bucket			
item_213	household	κουβέρτα	blanket	blanket			
item_214	household	κούπα	bowl	cup			
item_215	household	κουτάλι	spoon	spoon			
item_216	household	κουτί	box	box			
item_217	household	λάμπα	lamp	lamp			
item_218	household	λεφτά	money	money			
item_219	household	μαντηλιά	kitchen towel CG			towel	
item_220	household	μαξιλάρι	pillow	pillow			
item_221	household	μαχαίρι	knife	knife			
item_222	household	μόμπαϊλ	mobile CG			cell phone	
item_223	household	μπιμπερό	feeding bottle CG			bottle	
item_224	household	μπολ	bowl CG	bowl			
item_225	household	μπουκάλι	bottle	bottle			
item_226	household	νόμισμα	coin	money			
item_227	household	οδοντόβουρτσα	toothbrush	toothbrush			
item_228	household	οδοντόκρεμα	toothpaste			toothpaste	
item_229	household	περπατούσα	baby walker CG				walker?
item_230	household	πετσέτα	towl	towel			
item_231	household	πιάτο	plate	plate			
item_232	household	πίνακας	painting			painting	
item_233	household	πιρούνι	fork	fork			
item_234	household	πιστολάκι	hair dryer CG			hair dryer	
item_235	household	πορτοφόλι	wallet	purse			
item_236	household	ραδιόφωνο	radio	radio			
item_237	household	ρολόι	watch	clock			
item_238	household	σαπούνι	soap	soap			
item_239	household	σεσουάρ	hair dryer			hair dryer	
item_240	household	σίκλα	bucket CG			bucket	
item_241	household	σκούπα	broom	broom			
item_242	household	σκουπίδια	rubbish	trash			
item_243	household	στεγνωτήρας	hair dryer		dryer	dryer	
item_244	household	σφουγγαρίστρα	mop				
item_245	household	σφυρί	hammer	hammer			
item_246	household	τάμπλετ	tablet				
item_247	household	τόρος	towel CG			towel	
item_248	household	φάρμακο	medicine	medicine			
item_249	household	τέλλα	adhesive tape CG			tape (object)	
item_250	household	τενεκεδάκι	tin				
item_251	household	τηλέφωνο	phone	telephone			
item_252	household	τσάντα	bag	bag			
item_253	household	φλόκκος	mop CG			mop (object)	
item_254	household	φλιτζάνι	cup CG	cup			
item_255	household	φως	light	light (object)			
item_256	household	φωτογραφία	photograph	picture			
item_257	household	φωτογραφική	photo camera	camera			
item_258	household	φωτογραφοθήκη	photo frame				
item_259	household	χαρτί	paper	paper			
item_260	household	χαρτομάντηλο	tissue	tissue			
item_261	household	χτενιά	comb			comb (object)	
item_262	household	ψαλίδι	scissors	scissors			
item_263	household	βούρνα	3 sink CG			sink (object)	
item_264	furniture_rooms	ερμάρι	wardrobe CG			wardrobe	
item_265	furniture_rooms	ερμαράκι	cupboard CG			cabinet	
item_266	furniture_rooms	γιογιό	potty			potty	
item_267	furniture_rooms	γκαράζ	garage	garage			
item_268	furniture_rooms	δωμάτιο	room	room			
item_269	furniture_rooms	θερμάστρα	heater	stove			
item_270	furniture_rooms	καθικούιν	potty CG			potty	
item_271	furniture_rooms	καθισματάκι	car seat	chair			
item_272	furniture_rooms	καθιστικό	living room	living room			
item_273	furniture_rooms	καναπές	sofa	couch			
item_274	furniture_rooms	καρ σιτ	car seat CG			car seat	
item_275	furniture_rooms	καρέκλα	chair	chair			
item_276	furniture_rooms	καρεκλίν	high chair CG			high chair	
item_277	furniture_rooms	καρκόλα	bed CG			bed	
item_278	furniture_rooms	κουζίνα	kitchen	kitchen			
item_279	furniture_rooms	κρεβάτι	bed	bed			
item_280	furniture_rooms	μπανιέρα	bathtub	bathtub			
item_281	furniture_rooms	μπάνιο	bathroom	bathroom			
item_282	furniture_rooms	νεροχύτης	sink	sink			
item_283	furniture_rooms	νιπτήρας	washbasin	sink			
item_284	furniture_rooms	ντουζ	shower	shower			
item_285	furniture_rooms	ντουλάπα	wardrobe	wardrobe			
item_286	furniture_rooms	ντουλάπι	cupboard	cupboard			
item_287	furniture_rooms	πάγκος	kitchen board	stand			
item_288	furniture_rooms	παράθυρο	window	window			
item_289	furniture_rooms	πάρκινγκ	parking				
item_290	furniture_rooms	πλυντήριο	washing machine	washing machine			
item_291	furniture_rooms	πολυθρόνα	armchair	armchair			
item_292	furniture_rooms	πόρτα	door	door			
item_293	furniture_rooms	ριλάξ	bouncer CG				
item_294	furniture_rooms	σαλόνι	seating room	living room			
item_295	furniture_rooms	σκάλα	staircase	stairs			
item_296	furniture_rooms	σόμπα	heater			radiator	
item_297	furniture_rooms	συρτάρι	drawer	drawer			
item_298	furniture_rooms	ταράτσα	rooftop			roof	
item_299	furniture_rooms	τηλεόραση	television	tv		TV	
item_300	furniture_rooms	τραπέζι	table	table			
item_301	furniture_rooms	υπόγειο	basement			basement	
item_302	furniture_rooms	φούρνος	oven	oven			
item_303	clothing	βρακί	panties	underpants			
item_304	clothing	γάντια	gloves	gloves			
item_305	clothing	γυαλιά	glasses	glasses			
item_306	clothing	ζακέτα	cardigan	sweater			
item_307	clothing	ζώνη	belt			belt	
item_308	clothing	καλσόν	stockings	tights			
item_309	clothing	κάλτσες	socks	sock			
item_310	clothing	καπέλο	hat	hat			
item_311	clothing	κολιέ	neklace	necklace			
item_312	clothing	κορμάκι	bodysuit CG				onesie?
item_313	clothing	κουμπί	button	button			
item_314	clothing	μαγιό	swimsuit	swimsuit			
item_315	clothing	μπικίνι	bikini			bikini	
item_316	clothing	μπλούζα	t-shirt/blouse	t-shirt			
item_317	clothing	μπότα	boot	boots			
item_318	clothing	μπουφάν	jacket	jacket			
item_319	clothing	παντόφλα	slipper	slipper			
item_320	clothing	παπούτσι	shoe	shoe			
item_321	clothing	ποθκιά	bib CG			bib	
item_322	clothing	πουκάμισο	shirt	shirt			
item_323	clothing	πουλόβερ	pullover	sweater			
item_324	clothing	πυτζάμες	pyjamas	pajamas			
item_325	clothing	σαγιονάρες	flip flops			sandal	
item_326	clothing	σακάκι	jacket CG	jacket			
item_327	clothing	σαλιαρίτσα	bib	bib			
item_328	clothing	σκούφος	syrup	cap			
item_329	clothing	τζην	jeans	jeans			
item_330	clothing	τρικό	pullover CG			sweater	
item_331	clothing	φανέλα	t-shirt	t-shirt			
item_332	clothing	φερμουάρ	zip			zipper	
item_333	clothing	φλι φλο	flip flops CG			sandal	
item_334	clothing	φόρεμα	dress	dress (object)			
item_335	clothing	φορμάκι	bodysuit				onesie?
item_336	clothing	φόρμα	training trousers	tracksuit			
item_337	outside	αέρας	wind	wind			
item_338	outside	άμμος	sand	sand			
item_339	outside	αστέρι	star	star			
item_340	outside	βράχος	rock	rock (object)			
item_341	outside	βροχή	rain	rain			
item_342	outside	γρασίδι	grass	grass			
item_343	outside	δέντρο	tree	tree			
item_344	outside	δρόμος	road	street			
item_345	outside	ήλιος	sun	sun			
item_346	outside	κατρατζύλι	slide CG			slide (object)	
item_347	outside	κουβαδάκια	beach toys				
item_348	outside	κούνια	swing	swing (object)			
item_349	outside	λάστιχο	hose			hose	
item_350	outside	λουλούδι	flower	flower			
item_351	outside	νερό	water	water (not beverage)			
item_352	outside	ομπρέλα	umbrella	umbrella			
item_353	outside	ουρανός	sky	sky			
item_354	outside	ουράνιο τόξο	rainbow			rainbow	
item_355	outside	πεζοδρόμιο	pavement				sidewalk or asphalt?
item_356	outside	πέτρα	stone	stone			
item_357	outside	ποτιστήρι	watering can	pot			
item_358	outside	σημαία	flag			flag	
item_359	outside	σούσα	swing CG			swing (object)	
item_360	outside	σπίτι	house	house			
item_361	outside	σύννεφο	cloud	cloud			
item_362	outside	σωσίβιο	life vest				
item_363	outside	τοίχος	wall	wall			
item_364	outside	τραμπάλα	seesaw			seesaw	
item_365	outside	τροχός	wheel			wheel	
item_366	outside	τσουλήθρα	slide	slide (object)			
item_367	outside	φεγγάρι	moon	moon			
item_368	outside	φτυάρι	shovel	shovel			
item_369	outside	χιονάνθρωπος	snowman	snowman			
item_370	outside	χιόνι	snow	snow			
item_371	people	αγόρι	boy	boy			
item_372	people	αδελφή/ός	sister/brother	sibling			
item_373	people	άνθρωπος	person/human	man			
item_374	people	άντρας	man	man			
item_375	people	αστυνομικός	police officer	policeman			
item_376	people	γέρος	old man	old			
item_377	people	γιαγιά	grandmother	grandma			
item_378	people	γιατρός	doctor	doctor			
item_379	people	γοργόνα	mermaid			mermaid	
item_380	people	γριά	old woman	old			
item_381	people	γυναίκα	woman	woman			
item_382	people	δασκάλα/ος	teacher	teacher			
item_383	people	θεία/ος	aunt/uncle	uncle			
item_384	people	καουμπόυ	cowboy			cowboy	
item_385	people	κλόουν	clown	clown			
item_386	people	κορίτσι	girl	girl			
item_387	people	κόσμος	people	people			
item_388	people	κοτζιάκαρη	old woman CG				
item_389	people	κυρία/ος	sir/madame	lady			
item_390	people	μαμά*	mother	mommy			
item_391	people	μπαμπάς	father	daddy			
item_392	people	μωρό	baby	baby			
item_393	people	νονά*	godmother	godmother			
item_394	people	νονός*	godfather	godfather			
item_395	people	νοσοκόμα	nurse			nurse	
item_396	people	οικιακή βοηθός*	house maid			maid	
item_397	people	όνομα παιδιού	child's name	child's own name			
item_398	people	όνομα κατοικίδιου	pet's name	pet's name			
item_399	people	παιδί	child	child			
item_400	people	παλιάτσος	clown			clown	
item_401	people	παππούς	grandfather	grandpa			
item_402	people	πειρατής	pirate			pirate	
item_403	people	πρίγκηπας	prince			prince	king?
item_404	people	πριγκήπισσα	princess			princess	
item_405	people	πυροσβέστης	fireperson	firefighter			
item_406	people	στρατιώτης	soldier			soldier	
item_407	people	ταχυδρόμος	postperson			mailman	
item_408	people	τραγουδιστής	singer			singer	
item_409	people	φίλη/ος	friend	friend			
item_410	body_parts	αστράγαλος	ankle			ankle	
item_411	body_parts	αυτιά	ears	ear			
item_412	body_parts	βούκκα	cheek CG			cheek	
item_413	body_parts	γλώσσα	tongue	tongue			
item_414	body_parts	γόνατο	knee	knee			
item_415	body_parts	δάχτυλο	finger	finger			
item_416	body_parts	δόντι	tooth	tooth			
item_417	body_parts	ζάμπα	thigh CG			thigh	
item_418	body_parts	κεφάλι	head	head			
item_419	body_parts	κελλέ	head CG			head	
item_420	body_parts	κοιλιά	tummy	tummy			
item_421	body_parts	κολί*	buttocks			butt	
item_422	body_parts	μάγουλο	cheek	cheek			
item_423	body_parts	μαλλιά	hair	hair			
item_424	body_parts	μάτι	eye	eye			
item_425	body_parts	μπούτι	thigh			thigh	
item_426	body_parts	μύτη	nose	nose			
item_427	body_parts	νύχι	nail	nail (body part)			
item_428	body_parts	ομφαλός*	belly button	belly button			
item_429	body_parts	ουββά	owie/boo boo				
item_430	body_parts	παλάμη	palm	hand			
item_431	body_parts	πατούσα	Sole/foot	foot			
item_432	body_parts	πηγούνι	chin	chin			
item_433	body_parts	πόδι	leg	leg			
item_434	body_parts	πουλλί/πουλλού*	vagina/penis	penis			should not map to "penis"; "genitalia"? - ideally would map to both, since many forms have both..
item_435	body_parts	πρόσωπο	face	face			
item_436	body_parts	στόμα	mouth	mouth			
item_437	body_parts	χείλη	lips			lips	
item_438	body_parts	χέρι	hand	arm			
item_439	body_parts	ώμος	shoulder			shoulder	
item_440	games_routines	άλλαϊλι	babies' singing game CG				
item_441	games_routines	αμέ	yeah/sure (informal)	yes			
item_442	games_routines	άμμου	mealtime - baby word CG				
item_443	games_routines	αχ κουνελλάκι	babies' singing game				
item_444	games_routines	γεια	hello	hi			
item_445	games_routines	γύρω γύρω όλοι	child's singing game				
item_446	games_routines	έλα	come	come on			
item_447	games_routines	ευχαριστώ	thank you	thank you			
item_448	games_routines	ιτά	peekaboo CG			peekaboo	
item_449	games_routines	κακά	poo poo	bad			is this not pooping?
item_450	games_routines	καλημέρα	good morning	good morning			
item_451	games_routines	καληνύχτα	good night	good night			
item_452	games_routines	καλό	yeah/sure (informal) CG				
item_453	games_routines	κόλλα το	high five			high five	
item_454	games_routines	κούτουλλο	banging heads as a game CG				
item_455	games_routines	μάκια	kiss CG				
item_456	games_routines	μαμ	mealtime - baby word				
item_457	games_routines	μη	don't	don't			
item_458	games_routines	μπάνιο	bath	bathroom			
item_459	games_routines	ναι	yes	yes			
item_460	games_routines	νάνι	baby word for sleep				
item_461	games_routines	ντα	baby word for naughty			naughty	
item_462	games_routines	όπα	hold me/up CG				
item_463	games_routines	όχι	no	no			
item_464	games_routines	παλαμάκια	clap	clap			
item_465	games_routines	πά παι	bye bye			bye bye	
item_466	games_routines	πάππαλλα	all gone CG			all gone	
item_467	games_routines	παρακαλώ	please	please			
item_468	games_routines	πιάσε με	hold me/up				
item_469	games_routines	πιπί	wee wee	pee			
item_470	games_routines	πίσκαλα	clap CG				
item_471	games_routines	πισσιά	wee wee CG				
item_472	games_routines	πρόσεχε	watch it	watch out			
item_473	games_routines	πρωινό	breakfast	breakfast			
item_474	games_routines	σνακ	snack			snack	
item_475	games_routines	σσσ!	shhh	shh			
item_476	games_routines	τέλειωσε	all gone	finished			
item_477	games_routines	τέττε	baby word for naughty CG				
item_478	games_routines	τηλέφωνο	(telephone) call	telephone			
item_479	games_routines	τσα	peekaboo			peekaboo	
item_480	games_routines	φαγητό	food/meal	food			
item_481	games_routines	φιλάκι	kiss	kiss			
item_482	games_routines	χαλόου	hello	hello			
item_483	games_routines	ψηλά	up	high			
item_484	games_routines	ψώνια	shopping			shopping	
item_485	action_words	αγαπώ	love	love			
item_486	action_words	αγκαλιάζω	hug	hug			
item_487	action_words	ακούω	hear/listen	hear			
item_488	action_words	ανοίγω	open	open (action)			
item_489	action_words	αρέσω	like			like	
item_490	action_words	αρπάζω	catch			catch	
item_491	action_words	βάζω	put	put			
item_492	action_words	βιάζομαι	hurry	hurry			
item_493	action_words	βλέπω	see	see			
item_494	action_words	βοηθώ	help	help			
item_495	action_words	βουρώ	run CG			run	
item_496	action_words	βρίσκω	find	find			
item_497	action_words	βρωμώ	stink				smell?
item_498	action_words	γαργαλιέμαι	tickle-PASSIVE	tickle			
item_499	action_words	γδέρνω	scratch			scratch	
item_500	action_words	γρατσουνώ	scratch			scratch	
item_501	action_words	γράφω	write	write			
item_502	action_words	δαγκώνω	bite	bite			
item_503	action_words	δείχνω	show	show			
item_504	action_words	διαβάζω	read	read			
item_505	action_words	δίνω	give	give			
item_506	action_words	διψώ	feel thirsty	thirsty			
item_507	action_words	ζεσταίνομαι	feel hot				
item_508	action_words	ζωγραφίζω	paint	draw			
item_509	action_words	θέλω	want			want	
item_510	action_words	θορώ	see CG			see	
item_511	action_words	κάνω	do/make	do			
item_512	action_words	καθαρίζω	clean	clean (action)			
item_513	action_words	καίω	burn			burn	
item_514	action_words	κλαίω	cry	cry			
item_515	action_words	κλείνω	close	close			
item_516	action_words	κλωτσώ	kick	kick			
item_517	action_words	κόβω	cut	cut			
item_518	action_words	κοιμάμαι	sleep	sleep			
item_519	action_words	κοιμίζω	put someone to sleep				
item_520	action_words	κολυμπώ	swim	swim			
item_521	action_words	κουνιέμαι	move-PASSIVE	shake			
item_522	action_words	κουντώ	push CG			push	
item_523	action_words	κουνώ	move	swing (action)			
item_524	action_words	κουράζομαι	feel tired	tired			
item_525	action_words	κουτουλλώ	bang head				
item_526	action_words	κρούζω	burn CG			burn	
item_527	action_words	κρύβομαι	hide	hide			
item_528	action_words	κυνηγώ	chase			chase	
item_529	action_words	λαλώ	say CG			say	
item_530	action_words	λέω	say	say			
item_531	action_words	λυπάμαι	feel sorry			commiserate	
item_532	action_words	μυρίζομαι	smell something	smell			
item_533	action_words	μυρίζω	smell/give out odour	smell			
item_534	action_words	νυστάζω	feel sleepy	sleepy			
item_535	action_words	ξέρω	know			know	
item_536	action_words	ξεχνώ	forget			forget	
item_537	action_words	ξυπνώ	wake	wake			
item_538	action_words	οδηγώ	drive	drive			
item_539	action_words	παίζω	play	play			
item_540	action_words	παίρνω	get	take			
item_541	action_words	πάω	go	go			
item_542	action_words	πεινώ	feel hungry	hungry			
item_543	action_words	περπατώ	walk	walk			
item_544	action_words	πετώ	fly	fly (action)			
item_545	action_words	πέφτω	fall	fall			
item_546	action_words	πηδώ	jump	jump			
item_547	action_words	πίνω	drink	drink (action)			
item_548	action_words	πλένομαι	wash-PASSIVE	wash			
item_549	action_words	πλένω	wash	wash			
item_550	action_words	πλυνίσκουμαι	wash-PASSIVE CG				
item_551	action_words	πλυνίσκω	wash CG			wash	
item_552	action_words	πονώ	feel pain/hurt	hurt (action)			
item_553	action_words	πυρώννω	feel hot CG				
item_554	action_words	ρίχνω	throw	throw			
item_555	action_words	σκουπίζομαι	wipe-PASSIVE	wipe			
item_556	action_words	σκουπίζω	wipe	wipe			
item_557	action_words	σούζομαι	swing-PASSIVE			swing	
item_558	action_words	σούζω	swing			swing	
item_559	action_words	σπάζω	break	break			
item_560	action_words	σπρώχνω	push	push			
item_561	action_words	σταματώ	stop	stop			
item_562	action_words	σύρνω	throw CG			throw	
item_563	action_words	ταΐζω	feed	feed			
item_564	action_words	τελειώνω	finish	finish			
item_565	action_words	τηλεφωνώ	call (phone)	call on phone			
item_566	action_words	τραβώ	pull	pull			
item_567	action_words	τραγουδώ	sing	sing			
item_568	action_words	τρέχω	run	run			
item_569	action_words	τρώω	eat	eat			
item_570	action_words	τσανιάζω	scratch CG			scratch	
item_571	action_words	φακκώ	hit CG			hit	
item_572	action_words	φιλώ	kiss	kiss			
item_573	action_words	φέρνω	bring	bring			
item_574	action_words	φεύγω	leave	leave			
item_575	action_words	φοβάμαι	feel afraid	be scared			
item_576	action_words	φωνάζω	shout	shout			
item_577	action_words	χορεύω	dance	dance			
item_578	action_words	χτυπώ	hit	hit			
item_579	action_words	χώνουμαι	hide-PASSIVE CG			hide	
item_580	action_words	χώνω	hide CG			hide	
item_581	descriptive_words	άδειο	empty	empty			
