WS	category	definition	gloss	uni_lemma	new_gloss	new_uni_lemma	notes
item_582	descriptive_words	αργό	slow	slow			
item_583	descriptive_words	απαίσιο	horrible			horrible	
item_584	descriptive_words	άρρωστο	sick	sick			
item_585	descriptive_words	άταχτο	naughty			naughty	
item_586	descriptive_words	βαρύ	heavy	heavy			
item_587	descriptive_words	βαρετό	heavy CG			heavy	
item_588	descriptive_words	βραστό	hot CG			hot	
item_589	descriptive_words	βρεγμένο	wet	wet (description)			
item_590	descriptive_words	βρώμικο	dirty	dirty			
item_591	descriptive_words	γεμάτο	full	full			
item_592	descriptive_words	γλυκό	sweet	sweet			
item_593	descriptive_words	γρήγορο	quick/fast	fast			
item_594	descriptive_words	δύσκολο	hard	hard			
item_595	descriptive_words	δυνατό	strong	hard			
item_596	descriptive_words	ευγενικό	kind	gentle			
item_597	descriptive_words	ζεστό	hot	hot			
item_598	descriptive_words	ήσυχο	quiet			quiet	
item_599	descriptive_words	καθαρό	clean	clean (description)			
item_600	descriptive_words	καινούριο	new	new			
item_601	descriptive_words	κακό	bad	bad			
item_602	descriptive_words	καλό	good	good			
item_603	descriptive_words	κουρασμένο	tired	tired			
item_604	descriptive_words	κρύο	cold	cold			
item_605	descriptive_words	λεπτό	thin	thin			
item_606	descriptive_words	λερωμένο	dirty	dirty			
item_607	descriptive_words	λυπημένο	sad	sad			
item_608	descriptive_words	μαλακό	soft	soft			
item_609	descriptive_words	μεγάλο	big	big			
item_610	descriptive_words	μικρό	small			small	
item_611	descriptive_words	μιτσί	small CG			small	
item_612	descriptive_words	νέο	new	new			
item_613	descriptive_words	νόστιμο	delicious	tasty			
item_614	descriptive_words	ξιμαρισμένο	dirty CG			dirty	
item_615	descriptive_words	όμορφο	beautiful	nice			pretty/beautiful?
item_616	descriptive_words	όφκερο	empty CG			empty	
item_617	descriptive_words	παγωμένο	frozen			frozen	
item_618	descriptive_words	παλιό	old			old	
item_619	descriptive_words	παχύ	fat	fat			
item_620	descriptive_words	πελλό	crazy CG			crazy	
item_621	descriptive_words	πρώτο	first	hard			
item_622	descriptive_words	σκληρό	hard			hard	
item_623	descriptive_words	σκοτεινό	dark	dark			
item_624	descriptive_words	σπασμένο	broken	broken			
item_625	descriptive_words	στεγνό	dry	dry (description)			
item_626	descriptive_words	τελευταίο	last			last	
item_627	descriptive_words	τρελό	crazy			crazy	
item_628	descriptive_words	χαρούμενο	happy	happy			
item_629	descriptive_words	ψηλό	tall			tall	
item_630	descriptive_words	ωραίο	nice	beautiful			
item_631	places	αυλή	yard	garden			
item_632	places	βενζινάδικο	gaz station			gas station	
item_633	places	βουνό	mountain			mountain	
item_634	places	γενέθλια	birthday (party)			party	
item_635	places	δουλειά	work	work (place)			
item_636	places	εκκλησία	church	church			
item_637	places	εστιατόριο	restaurant			restaurant	
item_638	places	ζωολογικός κήπος	zoo	zoo			
item_639	places	θάλασσα	sea	sea			beach?
item_640	places	κατάστημα	shop	store			
item_641	places	κέντρο	restaurant CG			restaurant	
item_642	places	κήπος	garden	garden			
item_643	places	λούνα παρκ	fun park				
item_644	places	μαγαζί	shop CG	store			
item_645	places	παραλία	beach	beach			
item_646	places	πάρκο	park	park			
item_647	places	πάρτυ	party	party			
item_648	places	πεζίνα	gaz station CG			gas station	
item_649	places	πισίνα	pool	pool			
item_650	places	σινεμά	cinema			movie	
item_651	places	σπίτι	house	house			
item_652	places	σχολείο	school	school			
item_653	places	τσίρκο	circus			circus	
item_654	places	χωριό	village	village			
item_655	articles	άλλη	other (female singular)	another			
item_656	articles	άλλο	other (neutral singular)	another			
item_657	articles	άλλος	other (male singular)	another			
item_658	articles	η	the (female singular - definite article)	the			
item_659	articles	ένα	a (neutral singular - indefinite article)	a			
item_660	articles	ένας	a (male singular - indefinite article)	a			
item_661	articles	κάθε	every			every	
item_662	articles	κι άλλο	more	some more			
item_663	articles	λίγο	a little	little (amount)			
item_664	articles	μια	a (female singular - indefinite article)	a			
item_665	articles	ο	the (male singular - definite article)	the			
item_666	articles	όλη	whole (female singular)	all			
item_667	articles	όλο	whole (neutral singular)	all			
item_668	articles	όλος	whole (male singular)	all			
item_669	articles	πάλι	again	again			
item_670	articles	πολλά	many (neutral plural)	many			
item_671	articles	πολλές	many (female singular)	many			
item_672	articles	πολλοί	many (male singular)	many			
item_673	articles	πολύ	a lot/very	a lot			
item_674	articles	το	the (neutral singular - definite article)	the			
item_675	articles	τα	the (neutral plural - definite article)	the			
item_676	pronouns	αυτή	this (female singular)	this			
item_677	pronouns	αυτό	this (neutral singular)	this			
item_678	pronouns	αυτός	this (male singular)	this			
item_679	pronouns	δικό μου	mine	mine			
item_680	pronouns	δικό σου	yours	mine			
item_681	pronouns	δικό του	his	mine			
item_682	pronouns	εγώ	I	i		I	
item_683	pronouns	εκείνη	that (female singular)	that			
item_684	pronouns	εκείνο	that (neutral singular)	that			
item_685	pronouns	εκείνος	that (male singular)	that			
item_686	pronouns	εμείς	we	we			
item_687	pronouns	εσείς	you (plural)				
item_688	pronouns	εσύ	you (singular)	you			
item_689	pronouns	με (αγαπά)	me (accusative)	me			
item_690	pronouns	μου (λέει)	me (genitive)	me			
item_691	pronouns	σε (αγαπώ)	you (accusative)	you			
item_692	pronouns	σου (μιλώ)	you (genitive)	you			
item_693	pronouns	την (αγαπώ)	her (accusative)	her			
item_694	pronouns	το (αγαπώ)	it (accusative)	it			
item_695	pronouns	τον (αγαπώ)	him (accusative)	him			
item_696	pronouns	του (μιλώ)	him/it (genitive)	him			
item_697	pronouns	τζείνη	that CG (female singular)				
item_698	pronouns	τζείνο	that CG (neutral singular)				
item_699	pronouns	τζείνος	that CG (male singular)				
item_700	pronouns	τούτη	this CG (female singular)	that			
item_701	pronouns	τούτο	this CG (neutral singular)	that			
item_702	pronouns	τούτος	this CG (male singular)	that			
item_703	locations	απ'εκεί	over here			here	
item_704	locations	απο'δώ	over there			there	
item_705	locations	για	for	for			
item_706	locations	γύρω	around			around	
item_707	locations	γύρω από/που	around (of)			around	
item_708	locations	δαμέ	here CG			here	
item_709	locations	δίπλα	next			next	
item_710	locations	δίπλα από/που	next to			next to	
item_711	locations	εδώ	here	here			
item_712	locations	εκεί	there	there			
item_713	locations	έξω	outside	out			
item_714	locations	έξω από/που	out of	outside			
item_715	locations	κάτω	under	down			
item_716	locations	κάτω από/που	under (of)	under			
item_717	locations	μαζί	together			together	
item_718	locations	μαζί με	together with			together	
item_719	locations	μακρυά	far	away			
item_720	locations	μακρυά από/που	far from			far	
item_721	locations	με	with	with			
item_722	locations	μέσα	inside	in			
item_723	locations	μέσα σε	inside of	inside			
item_724	locations	πάνω	above	above			
item_725	locations	πάνω από	above (of)			above	
item_726	locations	πάνω σε	on top of			on top	
item_727	locations	πίσω	behind	back (location)			
item_728	locations	πίσω από/που	behind (of)			behind	
item_729	locations	ποδά	over here CG			here	
item_730	locations	ποτζεί	over there CG			there	
item_731	locations	σε	in/at	at			
item_732	locations	τζιαμέ	there CG			there	
item_733	descriptive_words	άσπρο	white	white			
item_734	descriptive_words	γαλάζιο	light blue			light blue	
item_735	descriptive_words	καφέ	brown			brown	
item_736	descriptive_words	κίτρινο	yellow	yellow			
item_737	descriptive_words	κόκκινο	red	red			
item_738	descriptive_words	κύκλος	circle			circle	
item_739	descriptive_words	μαύρο	black	black			
item_740	descriptive_words	μπλε	blue	blue			
item_741	descriptive_words	μωβ	purple			purple	
item_742	descriptive_words	πορτοκαλί	orange	orange (description)			
item_743	descriptive_words	πράσινο	green	green			
item_744	descriptive_words	ροζ	pink			pink	
item_745	descriptive_words	τετράγωνο	square			square	
item_746	descriptive_words	τρίγωνο	triangle			triangle	
item_747	quantifiers	δέκα	ten				
item_748	quantifiers	δέκατος	tenth				
item_749	quantifiers	δεύτερος	second				
item_750	quantifiers	δύο	two			two	
item_751	quantifiers	έβδομος	seventh				
item_752	quantifiers	έκτος	sixth				
item_753	quantifiers	ένα	one			one	
item_754	quantifiers	ένατος	ninth				
item_755	quantifiers	εννιά	nine				
item_756	quantifiers	έξι	six				
item_757	quantifiers	εφτά	seven				
item_758	quantifiers	μηδέν	zero				
item_759	quantifiers	όγδοος	eighth				
item_760	quantifiers	οχτώ	eight				
item_761	quantifiers	πέμπτος	fifth				
item_762	quantifiers	πέντε	five				
item_763	quantifiers	πρώτος	first			first	
item_764	quantifiers	τέταρτος	fourth				
item_765	quantifiers	τέσσερα	four				
item_766	quantifiers	τρία	three			three	
item_767	quantifiers	τρίτος	third				
item_768	helping_verbs	είμαι	(I) am	be			
item_769	helping_verbs	είμαστε	(We) are	be			
item_770	helping_verbs	είναι	(he/she/it) is/ (they) are	be			
item_771	helping_verbs	είσαι	(You) are (singular)	be			
item_772	helping_verbs	είσαστε	(You) are (plural)				
item_773	helping_verbs	είχα	(I) had	have			
item_774	helping_verbs	είχαμε	(We) had	have			
item_775	helping_verbs	είχατε	(You) had (plural)	have			
item_776	helping_verbs	είχε	(he/she/it) had	have			
item_777	helping_verbs	είχες	(You) had (singular)	have			
item_778	helping_verbs	εν/ένι	(he/she/it) is/ (they) are CG				
item_779	helping_verbs	έχω	(I) have	have			
item_780	helping_verbs	έκανα	(I) did	make			
item_781	helping_verbs	ήμουν	(I) was				
item_782	helping_verbs	ήσουν	(You) were (singular)				
item_783	helping_verbs	ήταν	(he/she/it) was/ (they) were				
item_784	helping_verbs	μπορώ	(I) can	can (auxiliary)			
item_785	helping_verbs	πρέπει	must/should	should			
item_786	connecting_words	αλλά	but	but			
item_787	connecting_words	αν	if			if	
item_788	connecting_words	εννά	will CG			will	
item_789	connecting_words	ή	or			or	
item_790	connecting_words	θα	will	wanna			
item_791	connecting_words	και	and			and	
item_792	connecting_words	να	subjective particle				
item_793	connecting_words	όμως	but	but			
item_794	connecting_words	όξα	or CG			or	
item_795	time_words	απόψε	tonight	tonight			
item_796	time_words	αύριο	tomorrow	tomorrow			
item_797	time_words	μέρα	day	day			
item_798	time_words	μεσημέρι	noon			noon	
item_799	time_words	νύχτα	night	night			
item_800	time_words	πριν	before			before	
item_801	time_words	πρωί	morning	morning			
item_802	time_words	σήμερα	today	today			
item_803	time_words	τώρα	now	now			
item_804	time_words	χθες	yesterday	yesterday			
item_805	time_words	ύστερα	later	later			
item_806	time_words	ώρα	time	time			
item_807	question_words	γιατί	why	why			
item_808	question_words	είντα	what CG			what	
item_809	question_words	είνταλος	how CG			how	
item_810	question_words	είνταμπου	what CG			what	
item_811	question_words	ποια	who (female singular)	who			
item_812	question_words	ποιο	what (singular)	who			
item_813	question_words	ποιος	who (male singular)	who			
item_814	question_words	πόθεν	where from CG			where (question)	
item_815	question_words	πότε	when	when (question)			
item_816	question_words	πού	where	where (question)			
item_817	question_words	πώς	how	how			
item_818	question_words	τι	what	what			
