WS	category	definition	gloss	uni_lemma	new_gloss	new_uni_lemma	notes
item_282	outside_places	slunce	sun	sun			
item_283	outside_places	sněhulák	snowman	snowman			
item_284	outside_places	sníh	snow	snow			
item_285	outside_places	strom	tree	tree			
item_286	outside_places	střecha	roof	roof			
item_287	outside_places	školka	kindergarten/daycare				
item_288	outside_places	tráva	grass	grass			
item_289	outside_places	venku	outside			outside	
item_290	outside_places	větev	branch			branch	
item_291	outside_places	vítr	wind	wind			
item_292	outside_places	zahrada	garden	garden			
item_293	outside_places	zoo	zoo	zoo			
item_294	outside_places	žebřík	ladder	ladder			
item_295	people	babička	grandma	grandma			
item_296	people	bráška	brother	brother			
item_297	people	děda	grandpa	grandpa			
item_298	people	děti	children	children			
item_299	people	doktor/ka	doctor	doctor			
item_300	people	holka	girl	girl			
item_301	people	kamarád/ka	friend	friend			
item_302	people	kluk	boy	boy			
item_303	people	lidi	people	people			
item_304	people	máma	mommy	mommy			
item_305	people	Mikuláš	st. Nicolas				
item_306	people	miminko	baby	baby			
item_307	people	pán	mister				
item_308	people	paní	miss/ms.				
item_309	people	policajt	police officer	policeman			
item_310	people	pošťačka	mailwoman			mailman	
item_311	people	strejda	uncle	uncle			
item_312	people	sestrička (sourozenec)	sister	sister			
item_313	people	táta	dad	daddy			
item_314	people	teta	aunt	aunt			
item_315	people	vlastní jméno dítěte	[child's own name]	child's own name			
item_316	people	jméno zvířete napr. Fík	[a pet's name]	pet's name			
item_317	people	jméno jiné osoby	[someone else's name]				
item_318	action_words	bát se	fear/be afraid	scared			
item_319	action_words	běhat	run	run			
item_320	action_words	běžet	run	run			
item_321	action_words	bolet	ache/hurt	hurt (action)			
item_322	action_words	bouchnout	hit/punch	hit			
item_323	action_words	brát	take	take			
item_324	action_words	brečet	cry	cry			
item_325	action_words	bydlet	live/stay				
item_326	action_words	cákat	splah	splash			
item_327	action_words	čekat	wait	wait			
item_328	action_words	čist	read	read			
item_329	action_words	čistit	clean	clean (action)			
item_330	action_words	čůrat	pee	pee			
item_331	action_words	dát	give	give			
item_332	action_words	dělat	do	do			
item_333	action_words	dívat se	look	look			
item_334	action_words	dostat	get/receive	get			
item_335	action_words	držet	hold	hold			
item_336	action_words	dupat	stomp			stomp	
item_337	action_words	foukat	blow	blow			
item_338	action_words	házet	throw	throw			
item_339	action_words	hledat	search/look for	seek			
item_340	action_words	hodit	throw	throw			
item_341	action_words	honit	chase	chase			
item_342	action_words	houpat se	swing	swing (action)			
item_343	action_words	hrát si	play	play			
item_344	action_words	chodit	walk	walk			
item_345	action_words	chytat	catch	catch			
item_346	action_words	jet	go (by vehicle)	ride			
item_347	action_words	jíst	eat	eat			
item_348	action_words	jít	go/walk	walk			
item_349	action_words	kakat	poop	poop			
item_350	action_words	kopat	dig	kick			
item_351	action_words	koukat	watch	watch (action)			
item_352	action_words	koupit	buy	buy			
item_353	action_words	kousat	bite				
item_354	action_words	kousnout	bite	bite			
item_355	action_words	krmit	feed	feed			
item_356	action_words	kříčet	shout	shout			
item_357	action_words	lechtat	tickle	tickle			
item_358	action_words	lézt	climb	climb			
item_359	action_words	lízat	lick	lick			
item_360	action_words	malovat	paint	paint (action)			
item_361	action_words	míchat	mix	stir			
item_362	action_words	mít	have	have			
item_363	action_words	mýt	wash	wash			
item_364	action_words	nakoupit	buy			buy	
item_365	action_words	nalít	pour			pour	
item_366	action_words	napít	drink up	drink (action)			
item_367	action_words	nést	carry	carry			
item_368	action_words	opravovat	repair	fix			
item_369	action_words	otevřít	open	open (action)			
item_370	action_words	pálit	burn				
item_371	action_words	pít	drink	drink (action)			
item_372	action_words	plakat	cry	cry			
item_373	action_words	plavat	swimm	swim			
item_374	action_words	podívat se	look at	look			
item_375	action_words	položit	put/lay/place			put	
item_376	action_words	pomoct	help	help			
item_377	action_words	povídat	talk	talk			
item_378	action_words	pracovat	work	work (action)			
item_379	action_words	probudit se	wake up	wake			
item_380	action_words	pršet	rain	rain			
item_381	action_words	přikrýt	cover	cover (action)			
item_382	action_words	přinést	bring	bring			
item_383	action_words	psát	write	write			
item_384	action_words	rozsvítit	turn the light on	turn on			
item_385	action_words	řezat	cut	cut			
item_386	action_words	řídit	ride	drive			
item_387	action_words	říkat	say	talk			
item_388	action_words	sedět	sit	sit			
item_389	action_words	sednout si	sit down	sit			
item_390	action_words	schovat	hide	hide			
item_391	action_words	skákat	jump	jump			
item_392	action_words	skočit	jump	jump			
item_393	action_words	skončit	end/finish	finish			
item_394	action_words	slyšet	hear	hear			
item_395	action_words	smát se	laugh	smile			
item_396	action_words	spadnout	fall	fall			
item_397	action_words	spát	sleep	sleep			
item_398	action_words	stát	stay	stand			
item_399	action_words	stříhat	cut	cut			
item_400	action_words	tancovat	dance	dance			
item_401	action_words	tlačit	push	push			
item_402	action_words	tleskat	clap	clap			
item_403	action_words	trhat	tear	pull			
item_404	action_words	ukázat	show	show			
item_405	action_words	umýt	wash	wash			
item_406	action_words	utřít	wipe	wipe			
item_407	action_words	uvařit	cook	cook			
item_408	action_words	vařit	cook	cook			
item_409	action_words	vidět	see	see			
item_410	action_words	vyhodit	throw out	trash			
item_411	action_words	vylít	spill	climb			
item_412	action_words	vzít	také	take			
item_413	action_words	zamést	sweep	sweep			
item_414	action_words	zavřít	close	close			
item_415	action_words	zlomit	break	break			
item_416	action_words	zpívat	sing	sing			
item_417	action_words	zůstat	stay			stay	
item_418	games_routines	ahoj!	hi	hello			
item_419	games_routines	ano	yes	yes			
item_420	games_routines	básnička	[any rhyme]				
item_421	games_routines	cákycáky	splashsplash	splash			
item_422	games_routines	dej pusinku	kiss me	kiss			
item_423	games_routines	děkuji	thankyou	thank you			
item_424	games_routines	dobrou noc	goodnight	good night			
item_425	games_routines	dobrý den	good day				
item_426	games_routines	ee [záchod]	peepee/poop	poop			
item_427	games_routines	hači	sit [babyword]	sit			
item_428	games_routines	haji	sleep [babyword]	sleep			
item_429	games_routines	halóhaló	hello [on the phone]				
item_430	games_routines	ham	num nums [eat,swallow]	eat			
item_431	games_routines	hotovo	alldone	finished			
item_432	games_routines	jdeme	let's go	come			
item_433	games_routines	kolo kolo mlýnský	ring-around-the-rosie				
item_434	games_routines	malá malá	hush-hush [little]			shhh	
item_435	games_routines	nashledanou	bye bye	bye			
item_436	games_routines	ne	no	no			
item_437	games_routines	nech to	stop it!	leave			
item_438	games_routines	pacipaci	pat-a-cake	clap			
item_439	games_routines	pápá	seeyou	bye			
item_440	games_routines	pohádka	fairytale	story			
item_441	games_routines	prosím	please	please			
item_442	games_routines	pšt!	shh	quiet			
item_443	games_routines	ukaž	show me	show			
item_444	games_routines	vařila myšička	mouse-cooked-porridge [finger game]				
item_445	games_routines	že tě cghytím	I'll catch you				
item_446	descriptive_words	bílý	white	white			
item_447	descriptive_words	černý	black	black			
item_448	descriptive_words	červený	red	red			
item_449	descriptive_words	čistý	clean	clean (description)			
item_450	descriptive_words	dlouhý	long	long			
item_451	descriptive_words	dobrý	good	good			
item_452	descriptive_words	hezký	pretty	nice			
item_453	descriptive_words	horký	hot	hot			
item_454	descriptive_words	jiný	different	different			
item_455	descriptive_words	malý	small	little (description)			
item_456	descriptive_words	modrý	blue	blue			
item_457	descriptive_words	mokrý	wet	wet (description)			
item_458	descriptive_words	nemocný	ill	sick			
item_459	descriptive_words	nový	new	new			
item_460	descriptive_words	pěkný	pretty	nice			
item_461	descriptive_words	prázdný	empty	empty			
item_462	descriptive_words	první	first	first			
item_463	descriptive_words	rozbitý	broken	broken			
item_464	descriptive_words	rychlý	fast	fast			
item_465	descriptive_words	smutný	sad	sad			
item_466	descriptive_words	starý	old	old			
item_467	descriptive_words	stejný	identical	same			
item_468	descriptive_words	studený	cold	cold			
item_469	descriptive_words	suchý	dry	dry (description)			
item_470	descriptive_words	špinavý	dirty	dirty			
item_471	descriptive_words	těžký	heavy	heavy			
item_472	descriptive_words	velký	big	big			
item_473	descriptive_words	zelený	green	green			
item_474	descriptive_words	zlobivý	naughty	naughty			
item_475	descriptive_words	žlutý	yellow	yellow			
item_476	time_words	brzy	soon	early			
item_477	time_words	den	day	day			
item_478	time_words	dnes	today	today			
item_479	time_words	noc	night	night			
item_480	time_words	pak	then	later			
item_481	time_words	potom	then	after			
item_482	time_words	ráno	morning	morning			
item_483	time_words	teď	now	now			
item_484	time_words	včera	yesterday	yesterday			
item_485	time_words	večer	evening	evening			
item_486	time_words	za chvilku	in a while				
item_487	time_words	zítra	tomorrow	tomorrow			
item_488	pronouns	já	I	i			
item_489	pronouns	ty	you	you			
item_490	pronouns	on	he	he			
item_491	pronouns	ona	she	she			
item_492	pronouns	my	we	we			
item_493	pronouns	vy	you(pl.)	you			
item_494	pronouns	oni	they	they			
item_495	pronouns	moje	my/mine	mine			
item_496	pronouns	můj	my/mine	my			
item_497	pronouns	tvůj	yours	your			
item_498	pronouns	tvoje	yours	your			
item_499	pronouns	naše	ours	our			
item_500	pronouns	vaše	yours(pl.)	your			
item_501	pronouns	sám	himself/herself/alone	myself			
item_502	pronouns	nic	nothing	nothing			
item_503	pronouns	ten	this(masculine)	him			
item_504	pronouns	ta	this(feminine)	her			
item_505	pronouns	to	this(neuter)	it			
item_506	pronouns	tenhle	this-one(masculine)	him			
item_507	locations_quantities_adverbs	dobře	well	well (modifier)			
item_508	locations_quantities_adverbs	hodně	many/much	a lot			
item_509	locations_quantities_adverbs	málo	little/few	a little			
item_510	locations_quantities_adverbs	ještě	still/more	more			
item_511	locations_quantities_adverbs	nahoře	up	up			
item_512	locations_quantities_adverbs	dole	down	down			
item_513	locations_quantities_adverbs	ne- (pije, dělá)	not [negation prefix]	not			
item_514	locations_quantities_adverbs	rychle	fast	fast			
item_515	locations_quantities_adverbs	pomalu	slowly	slow			
item_516	locations_quantities_adverbs	špatně	wrong			wrong	
item_517	locations_quantities_adverbs	tam	there	there			
item_518	locations_quantities_adverbs	tady	here	here			
item_519	locations_quantities_adverbs	tak	so			so	
item_520	locations_quantities_adverbs	trochu	a little bit	a little			
item_521	locations_quantities_adverbs	vzadu	in the back	back (location)			
item_522	locations_quantities_adverbs	venku	outside			outside	
item_523	question_words	co?	what?	what			
item_524	question_words	jak?	how?	how			
item_525	question_words	kam?	where?	where (question)			
item_526	question_words	kde?	where?	where (question)			
item_527	question_words	kdo?	who?	who			
item_528	question_words	kolik?	how much/many?	how much			
item_529	question_words	proč?	why?	why			
item_530	prepositions	do	from			from	
item_531	prepositions	k	to/into			to	
item_532	prepositions	na	to/towards			to	
item_533	prepositions	od	on			on	
item_534	prepositions	okolo	around			around	
item_535	prepositions	pod	under/beneath			under	
item_536	prepositions	pro	for			for	
item_537	prepositions	s	with			with	
item_538	prepositions	u	by/near			by	
item_539	prepositions	v	in			in	
item_540	prepositions	vedle	next to			next to	
item_541	prepositions	za	behind/for/instead			behind	
item_542	connecting_words	a	and	and			
item_543	connecting_words	aby	so that/in order to	so			
item_544	connecting_words	ale	but	but			
item_545	connecting_words	až	until	when (conjunction)			
item_546	connecting_words	nebo	or	or			
item_547	connecting_words	protože	because	because			
item_548	helping_verbs	být	be	be			
item_549	helping_verbs	chtít	want	want			
item_550	helping_verbs	muset	must/have to			must	
item_551	helping_verbs	smět	can/be allowed to	can (auxiliary)			
item_552	helping_verbs	začít	begin	begin			
item_553	helping_verbs	zůstat	stay			stay	
