WS	WG	category	definition	gloss	uni_lemma	new_gloss	new_uni_lemma	notes
item_197	item_48	body_parts	Diş	tooth	tooth			
item_198	item_47	body_parts	Diz	knee	knee			
item_199	item_46	body_parts	El	hand	hand			
item_200	item_45	body_parts	Göbek	belly	tummy			
item_201	item_44	body_parts	Göz	eye	eye			
item_202		body_parts	Kalp	heart			heart	
item_203		body_parts	Karın	tummy			tummy	
item_204		body_parts	Kirpik	eyelash			eyelash	
item_205		body_parts	Kol	arm			arm	
item_206	item_43	body_parts	Kulak	ear	ear			
item_207	item_41	body_parts	Parmak	finger	finger			
item_208	item_40	body_parts	Popo	buttocks	butt			
item_209	item_39	body_parts	Saç	hair	hair			
item_210		body_parts	Tırnak	fingernail			fingernail	
item_211		body_parts	Vücut	body			body	
item_212	item_38	body_parts	Yanak	cheek	cheek			
item_213		body_parts	Yüz/Surat	face			face	
item_214	item_37	household	Anahtar	key	keys			
item_215	item_36	household	Ayna	mirror	mirror			
item_216		household	Bant (plaster)	bandaid			bandaid	
item_217	item_35	household	Bardak	glass	glasses			
item_218	item_34	household	Battaniye	blanket	blanket			
item_219		household	Bıçak	knife			knife	
item_220	item_33	household	Biberon	baby bottle	bottle			
item_221	item_32	household	Çanta	purse/bag	purse			
item_222	item_31	household	Çatal	fork	fork			
item_223		household	Çaydanlık	teapot			teapot	
item_224		household	Çekiç	hammer	hammer			
item_225		household	Çöp	trash			trash	
item_226	item_30	household	Emzik	pacifier	pacifier			
item_227		household	Havlu	towel			towel	
item_228	item_29	household	İlaç	medicine	medicine			
item_229	item_27	household	Kağıt	paper	paper			
item_230	item_26	household	Kaşık	spoon	spoon			
item_231	item_25	household	Kumanda	remote control	remote control			
item_232	item_22	household	Lamba/Işık	lamp/light	lamp			
item_233		household	Mendil	tissue/handkerchief	tissue		tissue	
item_234		household	Pamuk	cotton			cotton	
item_235		household	Peçete	napkin			napkin	
item_236		household	Perde	curtain			curtain	
item_237	item_19	household	Radyo	radio	radio			
item_238	item_18	household	Resim	picture	picture			
item_239	item_17	household	Saat	clock	clock			
item_240	item_16	household	Sabun	soap	soap			
item_241	item_15	household	Süpürge	broom/vacuum cleaner	vacuum			
item_242		household	Şemsiye	umbrella			umbrella	
item_243	item_13	household	Tabak	plate	plate			
item_244	item_12	household	Tarak	comb	comb (object)			
item_245	item_11	household	Telefon	telephone	telephone			
item_246		household	Ütü	iron			iron	
item_247	item_10	furniture_rooms	Balkon	balcony	porch			
item_248	item_9	furniture_rooms	Banyo (object)	bathroom	bathroom			
item_249	item_7	furniture_rooms	Bilgisayar	computer	computer			
item_250	item_6	furniture_rooms	Buzdolabı	refrigerator	refrigerator			
item_251	item_4	furniture_rooms	Dolap	cupboard	cupboard			
item_252		furniture_rooms	Duş	shower			shower	
item_253	item_3	furniture_rooms	Fırın	oven	oven			
item_254		furniture_rooms	Kalorifer	radiator			radiator	
item_255		furniture_rooms	Halı	carpet			carpet	
item_256	item_2	furniture_rooms	Kapı	door	door			
item_257	item_1	furniture_rooms	Koltuk	armchair	armchair			
item_258	item_158	furniture_rooms	Lazımlık/Oturak	potty	potty			
item_259	item_159	furniture_rooms	Masa	table	table			
item_260	item_160	furniture_rooms	Merdiven	stairs	stairs			
item_261	item_161	furniture_rooms	Mutfak	kitchen	kitchen			
item_262		furniture_rooms	Ocak	oven/stove			stove	
item_263	item_163	furniture_rooms	Pencere	window	window			
item_264	item_162	furniture_rooms	Oda	room	room			
item_265		furniture_rooms	Salon	living room			living room	
item_266	item_164	furniture_rooms	Sandalye/İskemle	chair	chair			
item_267		furniture_rooms	Sehpa	coffee table			coffee table	
item_268		furniture_rooms	Televizyon/TV	TV			TV	
item_269	item_166	furniture_rooms	Tuvalet	toilet	potty			
item_270	item_167	furniture_rooms	Yatak	bed	bed			
item_271	item_168	furniture_rooms	Yastık	pillow	pillow			
item_272	item_169	furniture_rooms	Zil	bell	bell			
item_273		furniture_rooms	Yorgan	comforter/quilt				
item_274	item_170	outside	Ay/Aydede	moon	moon			
item_275	item_171	outside	Ağaç	tree	tree			
item_276	item_172	outside	Ateş	fire	fire			
item_277	item_173	outside	Bahçe	garden	garden			
item_278		outside	Bulut	cloud			cloud	
item_279		outside	Bayrak	flag			flag	
item_280	item_174	outside	Çamur	mud	mud		mud	
item_281	item_175	outside	Çiçek	flower	flower		flower	
item_282		outside	Çimen	grass			yard	or grass
item_283		outside	Dağ	mountain			mountain	
item_284		outside	Dal	branch			stick	
item_285		outside	Duman	smoke			smoke	
item_286	item_176	outside	Duvar	wall	wall			
item_287		outside	Dünya	earth			earth	as in world
item_288		outside	Fotoğraf	photograph			photograph	
item_289		outside	Garaj	garage			garage	
item_290		outside	Göl	lake			lake	
item_291	item_177	outside	Güneş	sun	sun			
item_292		outside	Kar	snow			snow	
item_293	item_179	outside	Kaydırak	slide	slide (object)			
item_294		outside	Kaza	accident			accident	
item_295		outside	Kozalak	pine cone			pine cone	
item_296	item_180	outside	Köprü	bridge	bridge			
item_297	item_181	outside	Kum	sand	sand			
item_298		outside	Odun	wood			wood	
item_299		outside	Ot	grass			grass	
item_300	item_182	outside	Salıncak	swing	swing (object)			
item_301	item_183	outside	Sokak	street	street			
item_302	item_184	outside	Taş	stone/rock	rock (object)			
item_303		outside	Tekerlek	wheel			wheel	
item_304	item_185	outside	Toprak	ground/earth	soil			
item_305	item_186	outside	Toz	dust	dust			
item_306		outside	Trafik	traffic			traffic	
item_307	item_187	outside	Yağmur	rain	rain			
item_308		outside	Yangın	fire			fire	
item_309	item_188	outside	Yaprak	leaf	leaf			
item_310	item_190	outside	Yol	road/path	road			
item_311	item_191	places	Atta	outing	outing			
item_312	item_192	places	Bakkal	grocer	market		market	
item_313		places	Cami	mosque			church	
item_314	item_193	places	Çarşı	bazaar/market	market			
item_315	item_194	places	Dışarı	outside	outside			
item_316	item_195	places	Deniz	sea	sea			
item_317		places	Düğün	wedding			wedding	
item_318	item_196	places	Dükkan	shop/store	store			
item_319	item_197	places	Ev	home/house	home			
item_320		places	Hastane	hospital			hospital	
item_321	item_198	places	İş	work	work (place)			
item_322		places	Komşu	neighbor			neighbor	
item_323	item_199	places	Köy	village	village			
item_324		places	Kreş/Yuva	daycare center				
item_325		places	Maç	match/game			game	
item_326	item_200	places	Market	market	market			
item_327	item_201	places	Okul	school	school			
item_328		places	Orman	forest			forest	
item_329	item_202	places	Park	park/playground	park			
item_330	item_203	places	Pazar	bazaar/marketplace	market			
item_331		places	Piknik	picnic			picnic	
item_332		places	Plaj	beach			beach	
item_333		places	Sinema	cinema/movie			movie	
item_334		places	Sirk	circus			circus	
item_335		places	Tiyatro	theater			theater	
item_336	item_204	people	Abi	brother	brother			
item_337	item_205	people	Abla	sister	sister			
item_338	item_206	people	Adam	man	man			
item_339	item_207	people	Amca	uncle (paternal)	uncle			
item_340	item_208	people	Anne	mommy/mother	mommy			
item_341		people	Anneanne	grandma/grandmother			grandma	
item_342	item_210	people	Arkadaş	friend	friend			
item_343		people	Asker	soldier			soldier	
item_344	item_211	people	Baba	daddy/father	daddy			
item_345		people	Babaanne	grandma/grandmother			grandma	
item_346	item_213	people	Bebek (person)	baby	baby			
item_347		people	Berber/Kuaför	hair dresser			barber	
item_348	item_212	people	Çocuk	child	child			
item_349	item_215	people	Dede	grandpa/grandfather	grandpa			
item_350	item_216	people	Doktor	doctor	doctor			
item_351		people	Erkek	male/man			man	
item_352		people	Gelin	bride			bride	
item_353	item_217	people	Hala	aunt (paternal)	aunt			
item_354		people	Kadın	woman			woman	
item_355	item_218	people	Kardeş	sibling	sibling			
item_356	item_219	people	Kendi ismi	child´s own name	child's own name			
item_357	item_220	people	Kız	girl	girl			
item_358		people	Kral	king			king	
item_359	item_221	people	Nine	grandma	grandma			
item_360		people	Oğlan	boy			boy	
item_361		people	Öğretmen	teacher			teacher	
item_362	item_222	people	Palyaço	clown	clown			
item_363	item_223	people	Polis	policeman	police			
item_364		people	Prenses	princess	princess			
item_365		people	Tamirci	repairman/serviceman				
item_366	item_224	people	Teyze	aunt (maternal)	aunt			
item_367		unknown						delete??
item_368	item_225	games_routines	Aferin	well done/bravo	bravo			
item_369	item_226	games_routines	Alkış	hand clap	clap			
item_370	item_227	games_routines	Alo	hello (on the phone)	hello			
item_371	item_228	games_routines	Ayıp	shameful	shame			
item_372	item_229	games_routines	Banyo (routine)	bathroom	bath			
item_373	item_230	games_routines	Bay-bay	bye	bye			
item_374	item_231	games_routines	Çiş	pee	go potty			
item_375	item_232	games_routines	Dikkat	watch out/attention	watch out			
item_376		games_routines	Doğumgünü	birthday			birthday	
item_377		games_routines	Efendim	I beg your pardon			excuse me	
item_378		games_routines	Evcilik	playing house			play house	
item_379	item_233	games_routines	Evet	yes	yes			
item_380	item_235	games_routines	Güle-güle	goodbye	bye			
item_381	item_236	games_routines	Günaydın	good morning	good morning			
item_382	item_238	games_routines	Hadi	come on	come on			
item_383	item_239	games_routines	Hayır	no/don´t	don't			
item_384		games_routines	Hoşgeldiniz	welcome			welcome	
item_385	item_240	games_routines	İyi geceler	good night	good night			
item_386		games_routines	Kahvaltı	breakfast			breakfast	
item_387	item_241	games_routines	Kaka	poo-poo/go potty	go potty			
item_388	item_242	games_routines	Kucak	)take in) lap/arms	take in arms			
item_389		games_routines	Lütfen	please			please	
item_390	item_243	games_routines	Mama	food (child word)	baby food			
item_391		games_routines	Merhaba	hi			hi	
item_392	item_244	games_routines	Müzik	music	music			
item_393	item_245	games_routines	Ninni	lullaby	lullaby			
item_394	item_247	games_routines	Saklambaç	hide-and-seek	hide and seek			
item_395	item_248	games_routines	Sürpriz	surprise	surprise			
item_396		games_routines	Şaka	joke			joke	
item_397	item_249	games_routines	Şarkı	song	sing			
item_398		games_routines	Tabii	of course/sure				
item_399	item_250	games_routines	Takla	somersault	somersault			
item_400	item_251	games_routines	Tamam	ok/allright	ok			
item_401		games_routines	Teşekkür/Mersi/Sağol	thank you	thank you			
item_402	item_253	games_routines	Uyku	nap/sleep	sleep			
item_403	item_254	games_routines	Var	present/there is	present			
item_404		games_routines	Yarış	race				
item_405		games_routines	Yazık	a shame/a pity				
item_406		games_routines	Yeter	enough				
item_407	item_255	games_routines	Yok	absent/allgone	all gone			
item_408	item_256	action_words	Acı (canı)	hurt	hurt (action)			
item_409	item_257	action_words	Acık	get hungry	get hungry			
item_410	item_258	action_words	Aç	open	open (action)			
item_411	item_259	action_words	Açıl	be opened			open	
item_412	item_260	action_words	Ağla	cry	cry			
item_413	item_261	action_words	Al	take	take			
item_414	item_262	action_words	Anla	understand	understand			
item_415		action_words	Anlat	tell			tell	
item_416	item_263	action_words	Ara	look for	look for			
item_417	item_264	action_words	Atla	jump	jump			
item_418	item_265	action_words	At (action)	throw	throw			
item_419	item_266	action_words	Bağır	yell/shout	shout			
item_420		action_words	Bağla	tie/connect			tie	
item_421	item_267	action_words	Bak	look	look			
item_422	item_268	action_words	Bas	press/step	press			
item_423	item_269	action_words	Başla	begin/start	begin			
item_424		action_words	Beğen	like			like	
item_425		action_words	Bekle	wait		wait	wait	
item_426		action_words	Benze	look like/resemble			resemble	
item_427	item_270	action_words	Bırak	drop /let go	drop			
item_428		action_words	Bil	know			know	
item_429	item_271	action_words	Bin	get on (a vehicle)	ride			
item_430	item_272	action_words	Bit	finish/all gone	finish			
item_431		action_words	Bitir	finish			finish	
item_432	item_273	action_words	Boya (action)	paint	paint (action)			
item_433		action_words	Boz	pull apart				
item_434	item_274	action_words	Bul	find	find			
item_435		action_words	Büyü	grow up				
item_436		action_words	Çağır	call			call	
item_437		action_words	Çalış	work			work	
item_438	item_276	action_words	Çek	pull	pull			
item_439		action_words	Çevir	turn/spin			turn	
item_440	item_278	action_words	Çıkar	take off	take off		remove	
item_441	item_279	action_words	Çiz	draw	draw		draw	
item_442		action_words	Dağıt	distribute/scatter/throw around			scatter	
item_443		action_words	Dinle	listen			listen	
item_444		action_words	Dokun	touch			touch	
item_445		action_words	Doy	be full/saturated			fill	
item_446	item_280	action_words	Dön	turn around/spin	turn			
item_447	item_281	action_words	Döv	beat/kick	kick			
item_448	item_282	action_words	Dur	stop	stop			
item_449		action_words	Duy	hear			hear	
item_450	item_283	action_words	Dök	pour/dump/spill	spill			
item_451	item_284	action_words	Düş	fall	fall			
item_452		action_words	Düzelt	fix/correct/make smooth				
item_453	item_285	action_words	Elle	touch	touch			
item_454	item_286	action_words	El salla	wave hand	wave			
item_455		action_words	Ez	crush			crush	
item_456	item_288	action_words	Gel	come	come			
item_457	item_289	action_words	Getir	bring	bring			
item_458	item_290	action_words	Gez	travel/wonder around	travel			
item_459	item_291	action_words	Gıdıkla	tickle	tickle			
item_460	item_292	action_words	Gir	enter/go into	enter			
item_461	item_293	action_words	Git	go	go			
item_462	item_294	action_words	Giy	wear	wear			
item_463	item_295	action_words	Giydir	dress up/put on someone	dress (action)			
item_464	item_296	action_words	Gör	see	see			
item_465	item_297	action_words	Göster	show	show			
item_466	item_298	action_words	Götür	take away	take away			
item_467	item_299	action_words	Gül	laugh	laugh			
item_468		action_words	Hastalan	get sick				
item_469		action_words	Hatırla	remember			remember	
item_470	item_300	action_words	Isır	bite	bite			
item_471	item_301	action_words	Islan	get wet	wet (action)			
item_472	item_302	action_words	İç	drink	drink (action)			
item_473	item_303	action_words	İn	get off/come down	get off			
item_474	item_304	action_words	İste	want	wanna			
item_475	item_305	action_words	İt	push	push			
item_476		action_words	Kaç	escape			escape	
item_477		action_words	Kal	stay			stay	
item_478	item_306	action_words	Kaldır	lift/pick up	lift		lift (action)	
item_479	item_307	action_words	Kalk	stand	stand			
item_480		action_words	Kana	bleed			bleed	
item_481		action_words	Kapan	be closed				
item_482	item_308	action_words	Kapat	close/shut	close			
item_483		action_words	Karıştır	mix			mix	
item_484		action_words	Kay	slide			slide	
item_485		action_words	Kes	cut			cut	
item_486	item_309	action_words	Kır	break	break			
item_487		action_words	Kırıl	be broken			break	
item_488		action_words	Kirlet	make a mess				
item_489	item_310	action_words	Kokla	smell	smell			
item_490		action_words	Kon	be placed/perch			put	
item_491		action_words	Konuş	talk			talk	
item_492		action_words	Kop	get detached/torn apart			detach	
item_493		action_words	Kopar	detach/tear apart			detach	
item_494	item_311	action_words	Kork	be afraid of/fear	be scared			
item_495	item_312	action_words	Koş	run	run			
item_496	item_313	action_words	Koy	put	put			
item_497		action_words	Kurtar	save/rescue			save	
item_498		action_words	Küs	be cross/not talk to each other				
item_499		action_words	Oku	read				
item_500	item_314	action_words	Ol	be	be			
item_501	item_315	action_words	Otur	sit	sit			
item_502	item_316	action_words	Oyna	play	play			
item_503		action_words	Öğret	teach			teach	
item_504	item_318	action_words	Öl	die	die			
item_505	item_319	action_words	Öp	kiss	kiss			
item_506	item_320	action_words	Ört	cover	cover (action)			
item_507		action_words	Özle	miss			miss	
item_508		action_words	Patla	explode/blow up			explode	
item_509		action_words	Pişir	cook				
item_510	item_321	action_words	Sakla	hide	hide			
item_511	item_322	action_words	Salla	shake	shake			
item_512	item_323	action_words	Sallan	swing	swing (action)			
item_513	item_324	action_words	Sarıl	hug/cuddle	hug			
item_514	item_325	action_words	Say	count	count			
item_515	item_326	action_words	Sev	love/like	love			
item_516	item_327	action_words	Seyret	watch	watch (action)			
item_517		action_words	Sık	tighten/squeeze/compress			squeeze	
item_518		action_words	Sıkış	tighten/be stuck			tighten	
item_519	item_328	action_words	Sil	wipe/erase	wipe			
item_520	item_329	action_words	Sok	put in/insert	put in			
item_521		action_words	Sor	ask			ask	
item_522	item_330	action_words	Söyle	say/tell	say		say	
item_523	item_331	action_words	Sus	be quiet/shut up	shh		shh	
item_524		action_words	Susa	be thirsty			thirst	
item_525		action_words	Süpür	sweep			sweep	
item_526		action_words	Şişir	blow up/inflate			inflate	
item_527	item_332	action_words	Tak	put sth. on/hang sth. on/attach	put on			
item_528	item_333	action_words	Tara	comb	comb (action)			
item_529	item_334	action_words	Taşı	carry	carry			
item_530		action_words	Topla	sum/collect/gather/tidy up			gather	pick up?
item_531	item_335	action_words	Tut	hold	hold			
item_532	item_336	action_words	Uç	fly	fly (action)			
item_533		action_words	Unut	forget			forget	
item_534	item_337	action_words	Uyan	wake up	wake			
item_535		action_words	Üzül	become sorry		to get upset		
item_536	item_338	action_words	Ver	give	give			
item_537	item_339	action_words	Vur	hit/knock	hit			
item_538		action_words	Yak	set on fire/burn			burn	?
item_539		action_words	Yan	blaze/burn			burn	?
item_540	item_341	action_words	Yap	do/make	do			
item_541		action_words	Yapış	cling		snap	snap	
item_542	item_342	action_words	Yat	lie down/go to bed	lie		lie down	
item_543	item_343	action_words	Yaz	write	write			
item_544	item_344	action_words	Ye	eat	eat			
item_545	item_345	action_words	Yedir	feed	feed			
item_546		action_words	Yık	blast/destroy/tear down			tear	
item_547		action_words	Yıkıl	be ruined/collapse			break	
item_548	item_346	action_words	Yıka	wash	wash			
item_549	item_347	action_words	Yıkan	take a bath/wash yourself	bathe			
item_550	item_348	action_words	Yırt	tear	tear			
item_551		action_words	Yorul	be tired			tire (action)	
item_552	item_349	action_words	Yut	swallow	swallow			
item_553	item_350	action_words	Yürü	walk	walk			
item_554		descriptive_words	Acı	bitter	bitter			
item_555	item_352	descriptive_words	Açık	open	open (description)			
item_556		descriptive_words	Ağır	heavy			heavy	
item_557		descriptive_words	Az	little/few			few	
item_558		descriptive_words	Beyaz	white			white	
item_559	item_353	descriptive_words	Boş	empty	empty			
item_560	item_354	descriptive_words	Büyük	big	big			
item_561		descriptive_words	Cadı	witch	naughty			
item_562		descriptive_words	Canavar	monster		monster/beast		
item_563	item_356	descriptive_words	Cici	cute	cute			
item_564		descriptive_words	Cüce	dwarf			little (description)	
item_565	item_357	descriptive_words	Çirkin	ugly	ugly			
item_566		descriptive_words	Delik	hollow/hole			hollow	
item_567		descriptive_words	Dolu	full			full	
item_568		descriptive_words	Ekşi	sour			sour	
item_569		descriptive_words	Eski	old			old	
item_570	item_358	descriptive_words	Güzel	beautiful	pretty			
item_571	item_359	descriptive_words	Hasta	sick/ill	sick			
item_572		descriptive_words	Hazır	ready			ready	
item_573		descriptive_words	Hızlı	fast			fast	
